#;LINEARobjectID;LCtype  ;  P;A;mmed;stdev;rms;Lchi2pdf;nObs;skew;kurt;LR;CUF;t2;t3
;13077277;5;0.350883;0.53;14.88;0.17;0.2;1.921;256;0.93;-0.31;1.712;1;0;0
;13078162 1;1;0.8038;0.56;14.5;0.19;0.27;2.462;220;-0.11;-1.37;2.308;2;0;0
;13080231;2;0.335122;0.39;14.27;0.13;0.17;2.265;250;0.12;-1.29;2.085;1;0;0
;13087122;1;0.61365;0.52;16.47;0.16;0.18;0.878;245;-0.55;0.28;0.54;2;11;9
;13089931;2;0.307486;0.53;16.46;0.17;0.21;1.008;259;-0.32;-0.74;0.774;1;0;0
;13095415;5;0.335415;0.37;14.52;0.13;0.17;2.126;254;-0.02;-1.36;1.913;1;0;0
;13097949;1;0.593661;0.61;14.38;0.21;0.25;2.6;225;0.39;0.01;2.366;1;0;0
;13102760;1;0.695418;0.61;16.44;0.2;0.25;1.162;299;-0.36;-0.93;0.911;1;0;0
;13103579;1;0.577563;0.72;16.49;0.24;0.29;1.261;233;-0.53;-0.49;0.98;1;0;0
;13104605;1;0.608467;0.63;16.62;0.21;0.26;1.114;275;-0.31;-1.08;0.938;1;0;0
;13109299;2;0.314073;0.57;16.59;0.19;0.23;0.882;265;0.33;-0.95;0.679;1;0;0
;13112616;1;0.652661;0.39;15.36;0.12;0.13;1.425;387;-0.16;-0.66;1.112;1;0;0
;13112627;4;0.794993;0.35;14.45;0.1;0.09;1.852;239;1.68;2.12;1.28;2;5;0
;13114934;1;0.529281;0.83;14.54;0.26;0.31;2.988;206;-1;-0.26;2.587;1;0;0
;13116521;1;0.62627;0.82;16.34;0.26;0.28;1.718;204;-0.75;-0.32;1.332;1;0;0
;13119720;1;0.573422;0.77;15.53;0.23;0.27;2.2;256;-0.78;-0.47;1.81;1;0;0
;13127606;1;0.577497;0.62;14.02;0.22;0.3;3.011;205;-0.47;-0.99;2.799;1;0;0
;13134888;5;0.340238;0.62;16.19;0.22;0.28;1.144;110;0.63;-0.4;0.96;2;0;0
;13135923;4;1.603184;0.86;15.19;0.27;0.12;1.753;190;2.71;6.77;1.078;2;5;0
;13139150;5;0.338144;0.68;16.83;0.23;0.21;0.569;127;0.93;-0.03;0.365;3;0;0
;13141670;5;0.487033;0.32;16.05;0.17;0.1;0.746;190;6.26;59.2;0.311;1;0;0
;13142102;5;0.247458;0.63;16.74;0.22;0.24;0.673;178;1.28;2.27;0.427;1;0;0
;13149431;5;0.40766;0.37;16.05;0.11;0.12;0.685;287;1.26;0.91;0.32;1;0;0
;13150279;4;0.49374;0.35;16.01;0.11;0.15;0.794;219;1.19;0.18;0.507;1;0;0
;13152119;4;0.580289;0.59;14.84;0.2;0.24;2.039;204;1.03;-0.33;1.872;2;4;5
;13155170;1;0.720754;0.62;16.26;0.2;0.25;1.345;183;-0.3;-1.14;1.188;1;0;0
;13157383;4;0.753231;0.46;14.73;0.14;0.1;1.856;206;2.75;6.57;0.706;2;5;0
;13161210;0;-9.9;0.69;16.17;0.21;0.2;1.46;131;-1.06;1.45;0.774;1;0;0
;13163604;5;0.380738;0.43;14.51;0.14;0.17;2.074;202;0.52;-0.84;1.887;1;0;0
;13170768;1;0.481366;0.78;14.11;0.25;0.3;3.214;172;-0.82;-0.38;2.829;1;0;0
;13172492;1;0.614296;0.56;15.19;0.18;0.22;2.073;214;-0.51;-0.74;1.761;1;0;0
;13173417;2;0.282707;0.39;14.42;0.14;0.2;2.428;212;-0.31;-1.35;2.258;1;0;0
;13174732;1;0.580912;0.74;16.85;0.25;0.31;1.097;171;-0.17;-0.97;0.836;1;0;0
;13175638;6;0.062173;0.45;16.86;0.14;0.15;0.477;243;-0.48;-0.23;0.154;1;0;0
;13176106;1;0.599355;0.58;16.79;0.19;0.22;0.812;201;-0.37;-0.36;0.537;1;0;0
;13179418;6;0.051791;0.61;16.51;0.2;0.26;1.141;213;-0.55;-0.88;0.946;1;0;0
;13182467;2;0.33586;0.4;15.23;0.13;0.19;1.755;228;-0.08;-1.31;1.539;1;0;0
;13184920;5;0.434784;0.3;14.48;0.11;0.12;1.933;218;1.23;2.67;1.768;1;0;0
;13186691;5;0.255985;0.55;15.51;0.19;0.27;1.665;248;0.64;-1.07;1.49;1;0;0
;13191796;1;0.455559;0.93;14.16;0.31;0.36;3.326;250;-0.67;-0.78;3.028;1;0;0
;13198074;1;0.630119;0.41;14.37;0.14;0.17;2.156;246;-0.33;-1.04;2.015;1;0;0
;13200906;1;0.495333;0.62;14.62;0.2;0.19;2.415;223;-0.97;0.84;2.095;1;0;0
;13201180;5;0.328601;0.41;16.5;0.13;0.16;0.606;242;0.22;-0.64;0.391;1;0;0
;13201200;5;0.346161;0.4;15.46;0.15;0.18;1.441;247;0.36;-0.28;1.309;1;0;0
;13214916;1;0.464371;0.95;15.1;0.3;0.37;2.375;153;-0.26;-0.99;2.099;1;0;0
;13215994;1;0.55811;0.7;16.39;0.24;0.31;1.286;205;-0.28;-1.1;1.1;1;0;0
;13217155;4;1.011857;0.42;14.94;0.12;0.1;1.465;224;1.81;2.77;1.056;1;0;0
;13217513;2;0.348843;0.37;14.84;0.13;0.19;1.831;214;0.2;-1.39;1.709;1;0;0
;13222675;1;0.56407;0.63;15.86;0.21;0.26;1.672;194;-0.59;-0.83;1.405;1;0;0
;13227470;1;0.630183;0.52;14.83;0.16;0.18;2.07;177;0.1;-0.85;1.806;2;11;0
;13233004;1;0.673273;0.43;16.16;0.14;0.17;1.033;221;-0.52;-0.66;0.675;1;0;0
;13237486;1;0.625984;0.42;15.81;0.13;0.17;1.34;166;-0.2;-1.12;1.067;1;0;0
;13242539;1;0.537143;0.98;16.62;0.35;0.46;1.591;211;-0.18;-0.66;1.378;1;0;0
;13245042;5;0.211119;0.69;16.67;0.23;0.28;0.816;235;0.59;-0.69;0.655;1;0;0
;13245386;5;0.304746;0.73;16.78;0.24;0.24;0.671;231;1.24;1.05;0.418;1;0;0
;13247068;4;0.633299;0.52;15.54;0.16;0.1;1.241;224;2.06;3.5;0.598;2;3;0
;13256309;5;0.302567;0.46;16.39;0.15;0.18;0.652;217;0.82;0.2;0.444;1;0;0
;13266018;1;0.571745;0.71;15.03;0.23;0.3;2.227;74;-0.52;-0.96;1.981;1;0;0
;13269153;1;0.599469;0.73;16.96;0.22;0.24;0.917;216;-0.52;-0.29;0.517;1;0;0
;13271412;5;0.305908;0.35;14.17;0.11;0.14;2.088;222;0.43;-0.29;1.835;2;0;0
;13273848;1;0.587401;0.64;16.75;0.21;0.25;0.806;205;-0.11;-0.93;0.512;1;0;0
;13282721;1;0.68936;0.68;15.05;0.21;0.28;2.45;238;-0.43;-1.03;2.164;1;0;0
;13286196;1;0.540893;0.72;16.37;0.23;0.28;1.523;231;-0.63;-0.63;1.15;1;0;0
;13287580;5;0.27563;0.57;15.39;0.23;0.23;1.764;230;2.63;13.14;1.556;1;0;0
;13290819;5;0.343358;0.48;15.52;0.16;0.15;1.448;239;1.48;2.97;1.162;2;0;0
;13293509;1;0.516042;0.9;16.94;0.29;0.29;1.084;237;-0.26;1.17;0.697;1;0;0
;13293930;4;0.624978;0.44;16.15;0.14;0.1;0.615;230;1.88;5.36;0.015;1;0;0
;13304510;2;0.302415;0.55;14.67;0.21;0.19;2.05;176;2.36;10.06;1.723;1;0;0
;13313044;2;0.31129;0.41;15.78;0.15;0.21;1.155;179;-0.37;-1.01;0.991;1;0;0
;13314310;5;0.320122;0.72;16.95;0.23;0.27;0.547;206;0.61;-0.54;0.296;1;0;0
;13316420;2;0.271743;0.34;15.7;0.11;0.12;0.897;175;0.08;-0.71;0.589;1;0;0
;13320417;6;0.073879;0.48;16.36;0.15;0.18;0.813;190;-0.57;-0.7;0.531;1;0;0
;13331395;1;0.646744;0.64;16.25;0.31;0.18;1.432;194;3.68;22;0.887;2;0;0
;13335550;1;0.466595;0.93;14.92;0.3;0.36;2.826;224;-0.66;-0.59;2.558;1;0;0
;13335662;1;0.590826;0.71;16.69;0.26;0.28;1.19;249;1.04;6.56;0.924;1;0;0
;13338327;5;0.285495;0.32;15.37;0.11;0.14;1.4;226;0.52;-0.99;1.22;1;0;0
;13338869;1;0.519474;0.81;15.12;0.28;0.34;2.535;218;-0.51;-1.01;2.362;1;0;0
;13340259;5;0.356237;0.4;14.22;0.13;0.16;2.323;196;0.29;-0.82;2.131;2;0;0
;13342676;0;-9.9;0.31;16.15;0.12;0.08;0.67;213;2.89;10.18;-0.03;1;0;0
;13347445;0;-9.9;0.43;15.81;0.12;0.07;1.492;191;-2.39;5.26;0.354;3;0;0
;13348504;1;0.611523;0.74;15.38;0.24;0.28;2.28;197;-0.52;-0.77;1.953;1;0;0
;13355848;1;0.58259;0.78;15.86;0.25;0.32;1.901;185;-0.39;-0.74;1.574;1;0;0
;13359760;1;0.456147;0.82;15.2;0.25;0.19;2.681;197;-1.32;1.43;1.864;1;0;0
;13361210;1;0.816667;0.57;16.28;0.19;0.2;1.053;220;1.04;2;0.803;2;11;9
;13361822;5;0.285874;0.69;16.53;0.23;0.28;0.966;220;0.92;-0.05;0.772;1;0;0
;13362057;4;1.42767;0.61;15.37;0.22;0.09;1.541;194;3;9.4;0.8;1;0;0
;13364526;5;0.327964;0.37;15.44;0.12;0.13;1.26;201;1;0.4;0.967;1;0;0
;13367453;1;0.550827;0.82;16;0.26;0.25;2.102;187;-1.18;0.3;1.618;1;0;0
;13368743;1;0.71131;0.33;14.23;0.11;0.14;2.194;187;0.17;-1.21;2.013;1;0;0
;13370317;5;2.218246;0.69;16.28;0.21;0.13;0.951;220;2.85;8.51;0.283;2;4;0
;13374892;1;0.554887;0.79;16.43;0.25;0.32;1.64;228;-0.71;-0.65;1.286;1;0;0
;13379825;1;0.561943;0.57;16.26;0.19;0.23;1.274;214;-0.36;-0.85;0.987;1;0;0
;13382039;4;1.533707;0.94;16.35;0.29;0.11;1.08;184;2.27;4.12;0.482;2;3;0
;13388086;5;0.380557;0.34;15.91;0.11;0.13;0.97;211;0.23;-0.58;0.737;1;0;0
;13389636;1;0.544068;0.79;16.73;0.28;0.38;1.473;159;-0.55;-1.24;1.296;1;0;0
;13397464;5;0.247755;0.47;16.33;0.17;0.2;0.911;194;0.87;0.4;0.743;1;0;0
;13404301;4;0.618062;0.37;15.97;0.12;0.08;0.882;184;2.17;4.75;0.186;1;0;0
;13404658;1;0.598306;0.49;14.65;0.15;0.18;2.273;174;-0.34;-0.82;2.027;1;0;0
;13412255;5;0.326435;0.59;15.88;0.19;0.21;1.317;196;1.04;-0.05;1.053;1;0;0
;13419213;1;0.599062;0.65;15.85;0.22;0.24;1.697;133;-0.94;-0.06;1.298;1;0;0
;13420390;5;0.219864;0.66;14.59;0.22;0.29;2.468;204;0.5;-1.06;2.305;1;0;0
;13422261;5;0.281225;0.34;15.09;0.12;0.16;1.647;209;0.3;-1.25;1.458;1;0;0
;13423223;1;0.634674;0.74;16.74;0.22;0.24;1.103;254;-0.84;-0.12;0.694;1;0;0
;13425897;2;0.22527;0.4;16.32;0.15;0.17;0.787;223;1.26;6.55;0.572;2;0;0
;13432696;5;0.761763;0.39;14.87;0.14;0.21;2.057;166;-0.14;-1.5;1.921;1;0;0
;13437861;2;0.290601;0.49;16.18;0.31;0.25;1.185;229;5.07;36.41;1.023;1;0;0
;13438932;1;0.582168;0.64;16.12;0.2;0.22;1.171;163;-0.26;-0.45;0.952;1;0;0
;13447113;1;0.629681;0.63;16.54;0.19;0.2;1.09;251;-0.64;-0.17;0.748;1;0;0
;13447861;5;0.248022;0.53;16.52;0.16;0.18;0.73;192;0.12;-0.24;0.467;1;0;0
;13453183;5;0.414105;0.47;14.32;0.14;0.12;2.133;223;1.6;1.5;1.754;1;0;0
;13456555;5;0.366439;0.72;15.36;0.28;0.25;1.871;217;1.98;6.11;1.624;1;0;0
;13457849;1;0.474517;0.99;15.02;0.36;0.48;3.11;225;-0.11;1.61;2.88;1;0;0
;13459905;2;0.378529;0.47;16.12;0.14;0.16;1.118;247;-0.53;-0.53;0.733;1;0;0
;13473080;5;0.275425;0.34;15.87;0.11;0.15;0.947;245;0.32;-0.97;0.759;1;0;0
;13474411;1;0.771225;0.44;15.64;0.14;0.18;1.513;262;-0.21;-1;1.214;1;0;0
;13476119;5;0.288294;0.42;14.3;0.14;0.18;2.216;163;0.69;-0.42;2.014;1;0;0
;13480178;1;0.535995;0.89;16.9;0.25;0.19;1.092;131;-0.82;0.52;0.549;1;0;0
;13480349;1;0.594708;0.65;16.87;0.2;0.2;0.813;195;-0.26;0.02;0.385;1;0;0
;13486709;2;0.337277;0.43;14.41;0.16;0.23;2.38;187;0;-1.56;2.262;1;0;0
;13488714;1;0.493695;0.94;15.27;0.31;0.41;2.767;195;-0.64;-0.98;2.432;1;0;0
;13498334;1;0.5789;0.69;15.53;0.22;0.28;2.102;185;-0.89;-0.37;1.78;1;0;0
;13503993;1;0.56776;0.52;15.07;0.17;0.19;1.979;197;-0.56;-0.46;1.649;2;0;0
;13504794;5;0.289722;1.25;16.16;0.37;0.27;1.494;154;2.15;5.24;1.075;1;0;0
;13506406;1;0.763966;0.34;14.42;0.12;0.14;1.962;165;-0.54;0.27;1.693;1;0;0
;13509076;1;0.544272;0.83;16.12;0.3;0.42;1.795;180;-0.37;-1.39;1.646;1;0;0
;13510688;1;0.583505;0.68;14.32;0.2;0.2;2.781;194;-0.99;0.67;2.324;1;0;0
;13514372;5;0.250032;0.33;15.31;0.11;0.14;1.393;187;0.18;-1.14;1.191;1;0;0
;13515755;1;0.662701;0.74;15.28;0.23;0.26;2.283;186;-0.47;-0.76;1.978;1;0;0
;13517578;1;0.534375;0.66;16.22;0.22;0.25;1.462;228;-0.56;-0.27;0.99;1;0;0
;13520331;1;0.672245;0.29;15.12;0.1;0.13;1.517;229;-0.11;-1.33;1.369;1;0;0
;13520565;1;0.530227;0.87;14.63;0.29;0.37;2.968;213;-0.56;-1.01;2.792;1;0;0
;13528624;5;0.303517;0.72;14.55;0.24;0.3;2.487;199;0.79;-0.74;2.317;1;0;0
;13529973;2;0.316262;0.49;16.44;0.16;0.22;0.918;212;0.08;-1.24;0.7;1;0;0
;13531485;5;0.282653;0.47;15.62;0.14;0.12;1.387;157;1.47;1.47;0.962;2;4;0
;13532661;5;0.387656;0.3;15.97;0.22;0.11;0.767;225;8.44;84.96;0.468;1;0;0
;13534640;2;0.37309;0.39;15.18;0.13;0.18;1.741;224;-0.08;-1.38;1.592;1;0;0
;13538276;5;0.309444;0.56;16.43;0.18;0.17;1.244;236;1.36;4.66;0.579;1;0;0
;13545282;2;0.302975;0.6;16.69;0.2;0.26;0.701;214;0.39;-0.52;0.564;1;0;0
;13547350;1;0.60571;0.55;16.19;0.18;0.23;1.148;202;-0.3;-0.91;0.946;1;0;0
;13548621;1;0.582377;0.5;14.07;0.16;0.14;2.622;172;-1.11;0.97;2.172;1;0;0
;13551583;0;-9.9;0.46;14.92;0.14;0.14;1.901;218;-0.22;0.77;1.527;1;0;0
;13562486;1;0.51096;0.81;14.36;0.25;0.3;2.789;222;-0.66;-0.38;2.493;1;0;0
;13564163;2;0.287211;0.48;15.82;0.17;0.23;1.435;177;-0.09;-1.31;1.284;1;0;0
;13567151;7;303.858978;1.27;14.75;0.46;0.47;3.243;142;0.73;1.51;2.771;1;0;0
;13572414;1;0.614313;0.67;16.68;0.21;0.2;1.103;153;-0.31;0.61;0.516;1;0;0
;13573253;5;0.336255;0.49;14.74;0.17;0.23;2.038;211;0.53;-1.19;1.904;1;0;0
;13579321;5;0.788574;0.48;15.37;0.15;0.19;1.479;219;0.81;-0.48;1.244;1;0;0
;13580638;0;-9.9;0.42;14.14;0.14;0.17;2.369;206;0.05;-1.05;2.172;1;0;0
;13585738;1;0.475063;0.73;14.59;0.25;0.29;2.905;224;-0.76;-0.07;2.446;1;0;0
;13587309;1;0.58091;0.54;16.45;0.17;0.2;0.919;209;-0.01;-0.52;0.646;1;0;0
;13588422;5;0.43076;0.7;15.46;0.23;0.26;1.839;172;0.64;-0.68;1.642;1;0;0
;13592016;1;0.653097;0.67;15.18;0.22;0.26;2.067;218;-0.31;-1.05;1.858;1;0;0
;13594650;1;0.505755;0.86;14.59;0.26;0.28;2.82;229;-0.95;-0.14;2.496;1;0;0
;13595727;1;0.633865;0.59;16.82;0.21;0.22;0.549;185;1.37;3.67;0.348;3;0;0
;13596315;1;0.490811;0.74;15.95;0.22;0.22;1.58;158;-1;0.37;1.166;1;0;0
;13597118;1;0.67757;0.59;15.37;0.19;0.22;1.839;222;-0.25;-0.88;1.429;1;0;0
;13603454;1;0.772251;0.49;16.34;0.16;0.19;0.807;242;0.13;-0.77;0.605;1;0;0
;13606056;1;0.628212;0.47;14.37;0.15;0.21;2.266;221;0.34;-1.12;2.052;1;0;0
;13606134;6;0.075598;0.4;15.52;0.16;0.16;1.449;226;3.26;31.62;1.189;1;0;0
;13606534;5;0.27593;0.37;15.66;0.12;0.17;1.032;163;0.34;-0.81;0.827;1;0;0
;13613269;5;0.261582;0.45;15.62;0.15;0.19;1.322;232;0.29;-1.12;1.103;1;0;0
;13614607;0;2.075875;0.31;16.23;0.13;0.1;0.483;188;3.5;27.1;0.004;1;0;0
;13618312;2;0.366893;0.37;14.37;0.13;0.15;1.99;245;0.01;-1.1;1.818;2;0;0
;13620414;1;0.58624;0.74;16.9;0.24;0.26;0.724;237;0.11;-0.52;0.432;1;0;0
;13625429;5;0.292941;0.35;14.98;0.12;0.14;1.506;206;1.09;0.97;1.24;1;0;0
;13628820;5;0.292977;0.28;15.37;0.29;0.11;1.259;226;7.44;65.31;0.9;1;0;0
;13633259;1;0.465492;1;16.24;0.34;0.44;1.829;199;-0.19;-1.07;1.58;1;0;0
;13635432;2;0.394097;0.38;14.67;0.13;0.19;1.953;164;-0.1;-1.38;1.849;1;0;0
;13637483;5;0.306264;0.43;15.64;0.13;0.14;1.23;42;0.75;-0.27;0.978;3;0;0
;13637583;5;0.287685;0.33;14.25;0.11;0.16;2.174;210;0.12;-1.38;2.031;1;0;0
;13638780;2;0.303942;0.41;15.63;0.14;0.19;1.381;140;0.47;-1.23;1.244;1;0;0
;13642503;2;0.339021;0.46;15.48;0.17;0.23;1.728;237;0.11;-1.42;1.576;1;0;0
;13642932;5;0.335863;0.33;14.85;0.1;0.13;1.43;213;0.46;-0.67;1.191;1;0;0
;13643051;5;0.26403;0.5;15.38;0.17;0.22;1.271;76;0.52;-0.84;1.007;1;0;0
;13643180;4;0.414402;0.37;14.51;0.11;0.12;1.74;212;1.43;1.16;1.309;2;5;0
;13647779;2;0.378375;0.4;15.7;0.14;0.18;1.278;211;-0.02;-1.32;1.084;1;0;0
;13661048;5;0.327764;0.36;14.17;0.12;0.12;2.049;184;0.73;2.03;1.754;3;0;0
;13666184;4;0.783715;0.39;14.95;0.12;0.1;1.267;168;2.23;4.28;0.71;1;0;0
;13667123;5;0.224904;0.95;16.99;0.28;0.24;0.491;187;1.26;1.28;0.21;1;0;0
;13667313;5;0.260269;0.36;14.57;0.15;0.19;1.832;176;1.32;2.72;1.692;1;0;0
;13668495;5;0.306564;0.4;16.3;0.12;0.14;0.5;174;0.4;-0.46;0.272;2;0;0
;13673198;1;0.600615;0.74;16.91;0.23;0.24;0.653;187;0.31;0.05;0.282;1;0;0
;13674967;1;0.483089;0.98;15.86;0.3;0.35;1.94;190;-0.79;-0.26;1.429;1;0;0
;13678229;7;109.628601;0.48;15.8;0.16;0.19;1.187;132;-0.04;-1.11;1.004;2;0;0
;13681471;1;0.60329;0.47;14.98;0.15;0.17;1.978;235;-0.35;-0.91;1.708;1;0;0
;13682755;5;0.289722;0.42;14.92;0.13;0.15;1.885;225;0.34;-0.72;1.623;2;0;0
;13687615;5;0.293714;0.47;15.57;0.16;0.22;1.494;237;0.45;-1.16;1.346;1;0;0
;13690975;2;0.353219;0.55;14.98;0.16;0.14;2.2;238;-0.7;0.3;1.55;2;0;0
;13691271;1;0.674771;0.61;16.25;0.2;0.19;1.283;100;-0.84;-0.34;1.037;1;0;0
;13693109;2;0.331276;0.4;15.98;0.29;0.17;1.166;239;6.24;51.59;0.87;1;0;0
;13693315;5;0.234192;0.39;15.07;0.13;0.16;1.718;239;0.58;-0.89;1.55;1;0;0
;13700475;6;0.11367;0.42;14.44;0.15;0.19;2.363;223;-0.19;-1.09;2.215;1;0;0
;13702247;5;0.248023;0.73;16.92;0.25;0.26;0.734;184;1.05;0.73;0.489;1;0;0
;13702405;1;0.520626;0.98;16.31;0.34;0.4;2.05;220;-0.76;-0.84;1.777;1;0;0
;13703527;1;0.555858;0.93;14.88;0.46;0.32;2.906;169;3.32;23.92;2.587;1;0;0
;13705378;2;0.357486;0.41;15.13;0.14;0.21;1.816;250;0.11;-1.43;1.687;1;0;0
;13711003;5;0.25518;0.73;16.7;0.24;0.27;0.837;121;0.81;-0.33;0.597;1;0;0
;13711306;1;0.494872;0.92;15.15;0.29;0.34;2.595;175;-0.7;-0.56;2.249;1;0;0
;13712985;2;0.34909;0.5;14.71;0.19;0.27;2.266;205;-0.02;-1.55;2.152;1;0;0
;13714791;2;0.340103;0.38;14.93;0.32;0.18;1.876;146;8.77;92.89;1.738;1;0;0
;13715740;5;0.631751;0.28;15.16;0.1;0.14;1.35;212;0.47;-1.18;1.216;2;2;0
;13716218;1;0.562253;0.66;15;0.19;0.16;2.102;103;-0.44;-0.1;1.62;1;0;0
;13716339;1;0.517066;0.9;15.52;0.33;0.33;2.306;178;0.68;1.88;1.951;1;0;0
;13716945;2;0.334264;0.41;15.15;0.15;0.19;1.668;133;0.02;-1.24;1.547;1;0;0
;13718225;0;-9.9;0.62;15.06;0.23;0.31;2.101;53;-0.05;-1.27;1.866;1;0;0
;13719041;5;0.29668;0.43;15.67;0.17;0.19;1.357;196;1.57;5.29;1.133;2;0;0
;13724997;0;-9.9;0.44;14.97;0.15;0.2;1.478;33;0.06;-1;1.255;1;0;0
;13733154;1;0.490896;0.88;15.82;0.28;0.32;2.128;212;-0.49;-0.78;1.82;1;0;0
;13735181;1;0.57147;0.48;14.03;0.15;0.17;2.645;58;-0.44;-0.65;2.305;1;0;0
;13740532;5;0.210734;0.31;14.67;0.11;0.15;1.807;192;0.2;-1.25;1.655;1;0;0
;13740631;1;0.622074;0.64;15.83;0.23;0.3;1.898;191;-0.64;-0.92;1.686;1;0;0
;13748458;5;0.326626;0.37;15.84;0.13;0.16;1.037;175;0.92;0.24;0.865;1;0;0
;13752690;1;0.65583;0.61;16.46;0.2;0.24;1.012;186;0.2;-0.73;0.82;1;0;0
;13754273;2;0.404021;0.47;14.2;0.15;0.17;2.559;190;-0.27;-0.98;2.289;1;0;0
;13755234;5;0.37247;0.53;14.38;0.18;0.23;2.406;201;0.49;-1.1;2.232;1;0;0
;13757345;5;0.316754;0.46;14.19;0.17;0.22;2.472;48;0.03;-1.49;2.335;2;0;0
;13763155;5;0.396975;0.46;14.55;0.16;0.16;2.147;227;1.43;2.82;1.868;1;0;0
;13768824;5;0.350402;0.36;14.05;0.12;0.16;2.305;171;0.19;-0.94;2.129;1;0;0
;13782315;1;0.631432;0.49;16.82;0.16;0.19;0.625;235;-0.02;-0.43;0.396;1;0;0
;13789361;1;0.60827;0.6;16.8;0.2;0.23;0.669;229;0.27;0.59;0.419;1;0;0
;13796841;1;0.451877;1.01;16.66;0.35;0.33;1.814;179;-0.03;3.39;1.38;1;0;0
;13801112;5;0.230301;0.29;16.51;0.21;0.1;0.491;234;5.82;43.47;-0.042;2;2;0
;13803333;6;0.051451;0.34;16.12;0.11;0.14;0.928;214;-0.27;-0.84;0.675;1;0;0
;13803688;1;0.467173;0.58;15.16;0.19;0.21;2.179;177;-0.81;0.18;1.724;1;0;0
;13803795;1;0.535876;0.91;16.76;0.27;0.27;1.331;200;-0.44;-0.09;0.747;1;0;0
;13805869;0;-9.9;0.76;16.73;0.21;0.13;0.553;53;0;0.61;0.178;1;0;0
;13806334;1;0.563463;0.82;14.95;0.28;0.34;2.59;194;-0.26;-1.29;2.421;1;0;0
;13806739;1;0.637585;0.31;14.42;0.1;0.13;1.931;215;-0.02;-1.32;1.73;1;0;0
;13806757;1;0.652099;0.77;15.63;0.23;0.24;2.058;225;-0.94;0.01;1.614;1;0;0
;13811074;1;0.508435;0.63;15.03;0.21;0.25;2.443;227;-0.7;-0.53;2.13;1;0;0
;13813457;5;0.228628;0.31;15.79;0.1;0.11;0.813;85;0.58;-0.28;0.624;2;0;0
;13814018;1;0.652287;0.31;15.84;0.1;0.13;1.027;263;-0.27;-1.01;0.845;1;0;0
;13818376;1;0.554179;0.74;14.33;0.24;0.3;2.878;225;-0.36;-1.09;2.647;1;0;0
;13824707;5;0.355954;0.48;14.91;0.19;0.22;2.061;235;1.1;1.3;1.884;1;0;0
;13827217;0;-9.9;0.33;16.27;0.11;0.11;0.554;204;0.8;4.61;0.153;1;0;0
;13830332;5;0.311988;0.66;15.23;0.21;0.26;1.826;240;1.02;-0.09;1.593;1;0;0
;13832077;0;-9.9;3.15;16.61;1.12;1.59;3.234;238;0.04;-1.4;3.034;1;0;0
;13836407;6;0.060013;0.51;16.99;0.16;0.17;0.479;246;0.12;-0.01;0.176;1;0;0
;13840109;1;0.544781;0.48;14.45;0.15;0.14;2.278;207;0.69;-0.49;1.956;1;0;0
;13841481;1;0.605029;0.59;16.99;0.19;0.21;0.636;218;-0.12;-0.52;0.332;2;0;0
;13842802;2;0.277974;0.34;15.61;0.12;0.16;1.286;170;-0.25;-1.15;1.137;1;0;0
;13843839;1;0.65025;0.67;16.35;0.23;0.27;1.552;183;-0.81;-0.72;1.253;1;0;0
;13857654;1;0.561889;0.75;14.88;0.26;0.31;2.689;202;-0.6;-0.53;2.374;1;0;0
;13859117;1;0.65352;0.67;15.86;0.22;0.29;1.629;190;-0.01;-1.23;1.392;1;0;0
;13865387;2;0.38157;0.42;16.31;0.15;0.2;0.763;215;0.47;-1.16;0.64;1;0;0
;13866427;1;0.52198;0.91;16.85;0.31;0.37;1.245;206;-0.1;-0.13;0.937;1;0;0
;13871104;1;0.536896;0.83;16.75;0.24;0.24;1.273;202;-0.64;0.06;0.707;1;0;0
;13883388;1;0.606609;0.47;15.58;0.15;0.18;1.561;215;-0.21;-0.92;1.297;1;0;0
;13887147;1;0.604792;0.91;14.02;0.26;0.24;3.143;144;-0.83;0.53;2.666;1;0;0
;13887939;0;-9.9;0.39;16.33;0.12;0.14;0.736;155;0;-0.87;0.499;1;0;0
;13888538;1;0.37305;0.72;16.69;0.23;0.3;1.134;138;-0.22;-1.09;0.945;3;0;0
;13889135;0;-9.9;0.41;15.94;0.13;0.17;1.135;155;-0.02;-1.06;0.909;1;0;0
;13900437;1;0.582456;0.45;16.33;0.15;0.2;0.956;192;-0.12;-1.22;0.809;1;0;0
;13901117;1;0.596008;0.38;14.62;0.14;0.12;1.925;154;2.05;4.87;1.431;1;0;0
;13903374;1;0.742868;0.71;14.63;0.22;0.25;2.71;210;-0.53;-0.8;2.353;1;0;0
;13905365;2;0.349914;0.59;16.29;0.19;0.22;1.12;222;-0.14;-0.76;0.776;1;0;0
;13907158;1;0.548644;0.67;15.59;0.22;0.28;1.872;214;-0.75;-0.34;1.667;1;0;0
;13908938;5;0.247901;0.44;15.71;0.14;0.19;1.191;223;0.54;-0.88;1.022;1;0;0
;13914040;2;0.384608;0.45;16.51;0.16;0.21;0.818;187;-0.2;-1.05;0.67;2;0;0
;13914778;1;0.582836;0.71;16.88;0.22;0.26;0.91;208;-0.34;-0.82;0.696;1;0;0
;13915240;1;0.629372;0.31;14.35;0.11;0.12;1.981;206;0.74;1.3;1.694;1;0;0
;13916023;1;0.528147;0.72;14.55;0.22;0.22;2.874;226;-1.49;1.36;2.298;1;0;0
